subid,age,gender,add_side,mult_side,q1,q2,q3,q4,time_elapsed
3912,20,Female,left,right,Not at all,Not at all,Always,"At first I tried to do all the multiplication side if the left side was looking to be a higher average,but towards the end I started doing the easier equation.",1869364
2842,20,Male,left,right,Not at all,Not at all,Always,-,1997235
3838,19,Male,right,left,Not at all,Not at all,Always,nope just random,1629800
2506,22,Male,right,left,Not at all,Not at all,Always,"Yes, I took into account the averages of the available numbers giving some weight to the maximum and the range of the numbers available. If the averages were close, I typically picked the bandit with the larger maximum number.",2272776
5283,19,Male,right,left,Some of the time,Not at all,Most of the time,random,2146022
3190,20,Male,right,left,Not at all,Not at all,Always,The side with the largest numbers consistently.,9001628
5897,22,Male,right,left,Not at all,Not at all,Always,"I eyeballed the average of both sides, and my first choice was the one with the higher average.  On the following choices, I did the same thing but estimated if the preceding number lowered the average enough to pick the other side.",2284456
551,21,Male,right,left,Not at all,Not at all,Always,I tried to keep in mind what average the shown values could be centered around.,1602462
4049,19,Female,right,left,Some of the time,Not at all,Some of the time,Which ever had more numbers,1724213
5786,20,Female,left,right,Not at all,Not at all,Always,"I usually did addition because it was easier, honestly. I did not really have a strategy.",4134595
4298,18,Female,left,right,Not at all,Not at all,Always,"If I felt I could do the multiplication, I chose the right column. If I felt it was too hard, I chose the left column. ",2225635
5915,19,Male,left,right,Not at all,Not at all,Always,I just looked at whichever side's average from the given values was higher,2372647
5905,18,Male,right,left,Not at all,Not at all,Always,"I judged which bandit to pick using the provided numbers (I tried to select the machine that seemed to have a higher average). In some cases when there was only one number to judge for a machine, I treated that number as an indicator for the average.",1907491
3371,20,Male,right,left,Not at all,Not at all,Always,no i chose randomly. usually added cuz it was quicker,3584927
1524,22,Female,right,left,Not at all,Not at all,Always,"Generally I went with what was highest based on the forced levers, but for the 8 lever games I was more likely to use my levers to continue to figure out with slot machine had a higher average",2288580
2475,21,Male,left,right,Not at all,Not at all,Always,NO`,2272997
3251,20,Female,right,left,Not at all,Not at all,Always,I just tried to stick with the one that originally seemed to have higher values from the forced pulls,2726616
2572,21,Female,left,right,Not at all,Not at all,Always,"If one side had much higher numbers, i usually chose to do all the problems for that one, unless there was a multiplication problem i thought would take me a long time to figure out.",2602392
5868,18,Female,right,left,Not at all,Not at all,Always,I looked at bandit had higher given numbers for each round. I also have difficulties doing mental math and if a problem was too hard to multiply I simply added it. (math fluency impairment),3331885
5748,19,Male,right,left,Some of the time,Not at all,Most of the time,digits,1765737
5241,20,Female,left,right,Some of the time,Some of the time,Most of the time,"The numbers shown before on the slot machine influenced my pick. If the numbers had a higher average than the other one, I chose the slot machine with the higher average.",2314891
4557,19,Male,left,right,Not at all,Not at all,Always,"In the first few rounds, I noticed that the slot machine with the higher average typically, but didn't always, have the higher scores, so with few exceptions, I followed the highest score, only changing sides when I found the pattern to be broken.",2821954
5409,19,Male,right,left,Some of the time,Not at all,Most of the time,Added the sum of the knowns of the 4 forced and whatever side was higher is the side I picked.,1954197
4625,21,Female,left,right,Not at all,Not at all,Always,whichever had higher averages or if the multiplication was too hard,1550219
5917,19,Female,left,right,Some of the time,Not at all,Most of the time,I used the numbers that were forced to choose whether to add or multiply. If there was a large range of numbers in one column I would try to only do numbers in the other unless the larger range seemed a bigger number.,3306332
4103,19,Female,left,right,Not at all,Some of the time,Most of the time,"I tried to estimate which bandit had a higher average based on the numbers revealed thus far, and chose to continue picking that bandit. If the bandits had about the same average, I chose the bandit with addition because the math problems were easier and quicker to solve.",2824241
3326,21,Female,right,left,Some of the time,Not at all,Most of the time,whatever was eady,2836209
5203,19,Female,left,right,Not at all,Not at all,Always,I picked which ever side was higher on the last slot,3787446
5797,19,Male,right,left,Not at all,Not at all,Always,I just looked at which machine I thought had the higher average values that were shown by the force. ,4486240
5126,19,Female,left,right,Not at all,Not at all,Always,"I mostly chose the side with the higher visible average, and occasionally did the opposite in case it was a trick or something",2646579
